"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","N","n_1","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#27 Gebbink and Letcher (2010)","27GLHG 4",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.94,"Lake",NA,"Gull Island",45.5098,-86.7218,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 5",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.94,"Lake",NA,"Channel-Shelter Island",43.6729,-83.8288,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 6",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.94,"Lake",NA,"Double Island",46.1734,-82.8642,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 7",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.94,"Lake",NA,"Chantry Island",44.4928,-81.4033,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 8",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.14,"Connecting channel",NA,"Fighting Island",42.21259629,-83.11846417,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,261,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 9",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.14,"Lake",NA,"Middle Island",41.6817,-82.6817,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 10",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.14,"Lake",NA,"Port Colborne",42.8683,-79.2583,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,350,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 11",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Connecting channel",NA,"Niagara River",43.0754,-79.0701,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 12",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Hamilton Harbor",43.307,-79.8048,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 13",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Toronto Harbor",43.6214,-79.3313,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,586,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 14",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Snake Island",44.1908,-76.5431,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,408,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH LT",66.04,3628.27,0.6,NA,NA,6.6,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Niagara-On-The-Lake",43.3,-79.2,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",10,10,"9/9/08","Summer",2008,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH SS",9.0625,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg",43.8,-78.2,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",8,8,"9/23/08","Summer",2008,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH ALE",16.55,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg",43.8,-78.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",8,8,"9/23/08","Summer",2008,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH RG",11.7375,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg",43.8,-78.2,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",8,8,"9/23/08","Summer",2008,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH RS",14.33,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg; Niagara-On-The-Lake",43.55,-78.7,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",10,10,"9/23/08","Summer",2008,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH DIP",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Port Credit; Coburg",43.65,-78.891665,NA,NA,"Shrimp, water fleas, and allies","Diporeia spp.","Diporeia spp.","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",7,NA,"10/11/07","Summer",2007,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH ZOO",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Oswego; Niagara; Coburg; Port Credit",43.525,-78.3708325,NA,NA,"Shrimp, water fleas, and allies","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",8,NA,"9/24/08","Summer",2008,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH MYS",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Oswego; Niagara; Coburg",43.53333333,-77.96666667,NA,NA,"Shrimp, water fleas, and allies","Mysis relicta","Freshwater shrimp (Caridea and Mysida)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",8,NA,"9/22/08","Summer",2008,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#29 Wu et al (2019)","KW07",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.2,"Lake",NA,"Coastal area, Upper Peninsula",47.07326957,-88.35437919,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2001,182,7.86,0.62,2.17,9.84,21.2,3.85,17.6,4.65,NA
"#29 Wu et al (2019)","KW01",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.2,"Lake",NA,"Coastal area, Upper Peninsula",47.07326957,-88.35437919,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2001,978,249,21.9,0.63,4.36,5.04,3.38,5.39,2.1,NA
"#29 Wu et al (2019)","MQ15",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.2,"Lake",NA,"Coastal area, Upper Peninsula",47.07326957,-88.35437919,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2001,91.2,1.74,0.15,1.98,3.42,7.7,1.33,10.2,1.57,NA
"#29 Wu et al (2019)","HO02",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.29,"Lake",NA,"Coastal area, Upper Peninsula",47.07326957,-88.35437919,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2002,113,1.86,0.13,4.38,3.27,16.6,3.36,3.54,3.4,NA
"#29 Wu et al (2019)","BG10",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.19,"Lake",NA,"Coastal area, Upper Peninsula",47.07326957,-88.35437919,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2003,72,1.52,0.07,3.17,7.4,12.3,2.53,24,2.53,NA
"#29 Wu et al (2019)","SG02",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",176.09,"Lake",NA,"Coastal area, Lower Peninsula",43.69462534,-83.98589618,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2005,1338,295,7.44,3.77,32.4,44.5,20.1,9.13,11.3,NA
"#29 Wu et al (2019)","TU01",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",176.02,"Lake",NA,"Coastal area, Lower Peninsula",43.69462534,-83.98589618,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2006,719,101,2.64,4.78,37.3,43.2,11.7,7.65,7.02,NA
"#29 Wu et al (2019)","HO04",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.21,"Lake",NA,"Coastal area, Upper Peninsula",47.07326957,-88.35437919,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2008,322,0.54,0.28,12.1,42,107,22.2,23.3,9.04,NA
"#29 Wu et al (2019)","BY09",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.92,"Lake",NA,"Coastal area, Lower Peninsula",43.69462534,-83.98589618,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2012,648,2.6,2.61,6.19,28.1,35,13.9,10.2,8.94,NA
"#29 Wu et al (2019)","SG06",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.92,"Lake",NA,"Coastal area, Lower Peninsula",43.69462534,-83.98589618,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2012,513,61.9,0.85,8.09,37.9,28.3,6.7,21,7.19,NA
"#29 Wu et al (2019)","AR05",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.92,"Lake",NA,"Coastal area, Lower Peninsula",43.69462534,-83.98589618,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2012,847,39.9,1.83,14.9,39.1,53.9,26.3,34.9,7.52,NA
"#29 Wu et al (2019)","IR07",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.98,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2000,41.5,0.29,0.2,0.57,1.14,2.52,0.66,1.22,0.3,NA
"#29 Wu et al (2019)","MM12",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.98,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2000,50.4,5.41,0.09,0.84,2.53,2.68,0.45,1.41,0.42,NA
"#29 Wu et al (2019)","DI06",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.98,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2000,107,11.4,0.21,1.24,4.6,5.51,0.79,0.37,0.83,NA
"#29 Wu et al (2019)","DI10",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.95,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2001,43.7,11.9,0.04,1.14,2.22,3.95,0.36,0.08,0.39,NA
"#29 Wu et al (2019)","DI09",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.95,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2001,37,0.41,0.31,0.23,0.71,2.26,0.35,1.29,0.43,NA
"#29 Wu et al (2019)","IR17",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.12,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2002,129,11.2,0.22,1.82,5.86,12.9,2.22,8.36,1.55,NA
"#29 Wu et al (2019)","MM10",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.12,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2002,83.1,21.3,0.1,2.18,4.53,8.37,1.15,2.73,1.15,NA
"#29 Wu et al (2019)","ON03",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.12,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2002,67.3,2.89,0.05,0.48,1.84,4.61,0.56,2.25,0.9,NA
"#29 Wu et al (2019)","MM07",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.89,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2003,56.5,0.32,0.69,1.17,3.29,2.41,0.3,0.26,0.36,NA
"#29 Wu et al (2019)","DI15",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.89,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2003,28.5,0.37,0.2,0.14,1.77,2.6,0.27,0.16,0.26,NA
"#29 Wu et al (2019)","MM05",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.26,"Inland waters",NA,"Inland, Upper Peninsula",46.00129507,-87.65186898,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2009,104,7.24,0.22,1.62,6.19,12.2,1.8,1.02,2.03,NA
"#30 Martin et al (2004)","Diporeia 1",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Shrimp, water fleas, and allies","Diporeia hoyi","Diporeia spp.","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"10/9/02","Summer",2002,313.6072727,NA,NA,62.46363636,32.99818182,44.54181818,14.47636364,14.6065699,7.151515152,2.63030303
"#30 Martin et al (2004)","Diporeia 2",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Shrimp, water fleas, and allies","Diporeia hoyi","Diporeia spp.","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"10/9/02","Summer",2002,249.0826765,NA,NA,54.40046956,32.67650511,38.98373302,12.29079322,14.036136,6.819833417,2.761473531
"#30 Martin et al (2004)","Diporeia 3",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Shrimp, water fleas, and allies","Diporeia hoyi","Diporeia spp.","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"10/9/02","Summer",2002,275.4420993,NA,NA,55.42878874,30.86138049,40.24149078,15.24624453,15.53159769,7.986309184,0.308137603424673
"#30 Martin et al (2004)","Mysid1",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Shrimp, water fleas, and allies","Mysis relicta","Freshwater shrimp (Caridea and Mysida)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"10/9/02","Summer",2002,11.72063253,NA,NA,2.612951807,1.389307229,1.25376506,1.955948795,1.645236408,0.365833105444683,0.391015976924079
"#30 Martin et al (2004)","Mysid2",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Shrimp, water fleas, and allies","Mysis relicta","Freshwater shrimp (Caridea and Mysida)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"10/9/02","Summer",2002,14.96817217,NA,NA,2.773567748,1.218551076,1.37920582,1.688390421,1.477402116,0.23845762110665,0.33023102359768
"#30 Martin et al (2004)","Mysid3",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Shrimp, water fleas, and allies","Mysis relicta","Freshwater shrimp (Caridea and Mysida)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"10/9/02","Summer",2002,11.98557197,NA,NA,2.688079698,1.16111302,1.255582274,1.638612161,1.327910072,0.380070510389468,0.275781119531782
"#30 Martin et al (2004)","SCULPIN1",NA,9.7,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"10/9/02","Summer",2002,320.867679,NA,NA,28.68270558,17.86432656,29.10865707,12.02326957,11.79884298,4.075461776,1.143758627
"#30 Martin et al (2004)","SCULPIN2",NA,9.7,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"10/9/02","Summer",2002,580.0765068,NA,NA,55.26777384,35.93954096,48.88225415,17.36518007,15.99445526,4.478447472,0.584686198
"#30 Martin et al (2004)","SCULPIN3",NA,9.7,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"10/9/02","Summer",2002,402.0955559,NA,NA,35.59107676,21.15580538,28.78798525,10.84665379,9.210780747,2.693366122,1.018795011
"#30 Martin et al (2004)","SCULPIN4",NA,9.7,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"10/9/02","Summer",2002,501.6046116,NA,NA,50.88074088,34.73445473,45.77206577,17.26138726,14.80236774,5.166005166,1.348201348
"#30 Martin et al (2004)","SCULPIN5",NA,9.7,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"10/9/02","Summer",2002,466.6873324,NA,NA,46.20643432,33.26407507,42.45810992,14.6866622,12.95424336,3.462913315,0.324400368124993
"#30 Martin et al (2004)","SMELT1",NA,9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/9/02","Summer",2002,71.01669196,NA,NA,3.143019727,3.74430956,4.269726859,2.987481032,2.80537101,0.252908447,0.33800482986559
"#30 Martin et al (2004)","SMELT2",NA,9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/9/02","Summer",2002,72.3814433,NA,NA,3.020618557,3.756701031,4.018556701,2.583505155,2.564324699,0.247406513985146,0.275574382174797
"#30 Martin et al (2004)","SMELT3",NA,9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/9/02","Summer",2002,132.8586431,NA,NA,7.086746482,6.267590842,7.874396135,4.192396555,4.447903925,0.700133025,0.419613183997737
"#30 Martin et al (2004)","SMELT4",NA,9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/9/02","Summer",2002,206.9342477,NA,NA,16.61355385,13.78983461,15.73618395,6.922146027,6.508452514,1.613553852,0.40898562499446
"#30 Martin et al (2004)","SMELT5",NA,9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/9/02","Summer",2002,87.57593806,NA,NA,6.160412944,5.227317848,5.562835021,3.146714314,3.336653303,0.397061743,0.302225402901086
"#30 Martin et al (2004)","SMELT6",NA,9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"10/9/02","Summer",2002,68.75899281,NA,NA,4.512390088,3.619104716,4.488409273,3.289368505,3.157138155,0.266453504,0.293659355140353
"#30 Martin et al (2004)","ALEWIFE1",NA,26.9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,2,"10/9/02","Summer",2002,64.35173568,NA,NA,0.297871386355813,1.08531995,1.622751987,2.319113342,1.897873327,0.402160310041891,0.377322955730928
"#30 Martin et al (2004)","ALEWIFE2",NA,26.9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,2,"10/9/02","Summer",2002,36.54613936,NA,NA,0.310734463,0.753295669,0.732580038,1.544256121,1.26604314,0.30955107402163,0.244418282595294
"#30 Martin et al (2004)","ALEWIFE3",NA,26.9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,2,"10/9/02","Summer",2002,60.56829924,NA,NA,0.777020045,0.818350899,1.285389543,0.293176910333543,1.806054102,0.267908849001463,0.244226990335951
"#30 Martin et al (2004)","ALEWIFE4",NA,26.9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,2,"10/9/02","Summer",2002,33.19014529,NA,NA,0.016845652,0.543272268,0.3422610790694,1.400294799,1.344820935,0.338704545327358,0.269580249644167
"#30 Martin et al (2004)","ALEWIFE5",NA,26.9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,2,"10/9/02","Summer",2002,50.63633,NA,NA,0.453200148,0.812060673,0.799112098,1.296707362,1.492272825,0.336373868835433,0.320399529866448
"#30 Martin et al (2004)","ALEWIFE6",NA,26.9,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.79,"Lake",NA,"Lake Ontario, Niagara on the Lake, Ontario",43.3,-79.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,2,"10/9/02","Summer",2002,27.77929155,NA,NA,3.152977812,4.12417283,2.909692487,5.593616193,1.17758275,5.968599974,0.336933122665861
"#30 Martin et al (2004)","TROUT18028",58,2209.4,1,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,NA,"Lake Ontario",74.7,"Lake",NA,"Lake Ontario, Port Credit, Ontario",43.5,-79.58333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/15/01","Summer",2001,85.91621997,NA,NA,1.252729799,2.392297002,3.210244193,2.602739726,1.935258916,0.427491487189813,0.279459856590588
