"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Age..Years.","d13C","d15N","Waterbody","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Tissue","n_samples","n_indiv","Collection.Date","Sampling.Year","PFBS","PFHxS","PFOS","PFDS","PFEtCHxS","FBSA","PFOSA","NMeFOSA","NEtFOSA","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFHxDA","PFODA","PFPeDA","X8.2.FTUCA","X10.2.FTUCA","X6.6.PFPIA","X6.8.PFPIA","X6.2.diPAP","X8.2.diPAP","PFHpS","Gen.X","PFPrS","PFPeS","PFNS","Cl.PFOS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X6.2.FTCA","X8.2.FTCA","X10.2.FTCA","X6.2.FTOH","X8.2.FTOH","X10.2.FTOH","NMeFOSE","NEtFOSE","X8.2.Cl.PFESA","ADONA","X6.2.Cl.PFESA","NEtFOSAA","NMeFOSAA","PFDoS","X8.8.PFPIA","X6.10.PFPIA","X8.10.PFPIA","X6.12.PFPIA","X3.3.FTCA","X5.3.FTCA","X7.3.FTCA","FHUEA","FOUEA","FDUEA","FHxSA","NMeFBSA","FOSAA","X10.2.FTSA","PFHxPA","PFOPA","PFHxSAm","PFOSAm","PFHxSAmS","PFOSAmS","PFOANO","PFOSNO","PFOAB","PFOSB","X5.3.FTB","X5.1.2.FTB","X6.2.FTAB"
"#34 GLHHFTS (2015)","775454",77,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2193",43.37343,-78.00236,NA,NA,"Pisces","Brown trout","Fillet",1,1,"9/2/15",2015,"<0.36","<0.63","16.6",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","<0.12","0.58","0.8","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","777874",78.05,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2194",43.54976,-76.331,NA,NA,"Pisces","Chinook salmon","Composite fillet",1,2,"9/24/15",2015,"<0.36","<0.63","27.7",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.16","0.39","0.21","<0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","780794",48.1,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2195",43.3015,-77.36346,NA,NA,"Pisces","Smallmouth bass","Fillet",1,1,"6/24/15",2015,"<0.36","<0.63","35.2",NA,NA,NA,"0.84",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.15","1.61","1.81","0.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","795734",47.2,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2196",43.98062,-76.22676,NA,NA,"Pisces","Smallmouth bass","Composite fillet",1,2,"8/6/15",2015,"<0.36","<0.63","45.3",NA,NA,NA,"0.74",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","<0.12","1.7","3.42","1.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","805594",66.93333333,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2197",43.39043,-78.31651,NA,NA,"Pisces","Rainbow trout","Composite fillet",1,3,"9/23/15",2015,"<0.36","<0.63","23.6",NA,NA,NA,"0.19",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.26","0.48","0.3","<0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","776734",44.25,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2198",43.45515,-76.5947,NA,NA,"Pisces","Smallmouth bass","Composite fillet",1,2,"7/23/15",2015,"<0.36","<0.63","53.4",NA,NA,NA,"0.79",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.3","1.77","1.61","0.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","776354",74.5,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2199",43.76225,-76.21927,NA,NA,"Pisces","Lake trout","Fillet",1,1,"9/18/15",2015,"<0.36","<0.63","38.8",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.24","0.39","0.33","0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","795714",72,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2200",43.95943,-76.18538,NA,NA,"Pisces","Northern pike","Fillet",1,1,"10/14/15",2015,"<0.36","<0.63","22",NA,NA,NA,"0.82",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.31","0.99","1.01","0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","776614",82,NA,NA,NA,NA,NA,NA,"Lake Ontario","NY","GLNS15-2201",43.3758,-76.73319,NA,NA,"Pisces","Chinook salmon","Fillet",1,1,"10/16/15",2015,"<0.36","<0.63","36.5",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","<0.12","0.47","0.43","0.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","777114",37.06666667,NA,NA,NA,NA,NA,NA,"Lake Erie","PA","GLNS15-1162",42.21606,-79.90829,NA,NA,"Pisces","Freshwater drum","Composite fillet",1,3,"9/9/15",2015,"<0.36","<0.63","20.3",NA,NA,NA,"0.21",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.35","2.45","3.03","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","777094",34.25,NA,NA,NA,NA,NA,NA,"Lake Erie","PA","GLNS15-2148",42.21477,-79.98688,NA,NA,"Pisces","Freshwater drum","Composite fillet",1,2,"7/8/15",2015,"<0.36","<0.63","46.7",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.42","2.9","3.65","1.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","778474",21.96,NA,NA,NA,NA,NA,NA,"Lake Michigan","IN","GLNS15-2051",41.69124,-87.47798,NA,NA,"Pisces","Yellow perch","Composite fillet",1,5,"8/5/15",2015,"<0.36","<0.63","12.5",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","<0.12","0.83","1.04","0.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","776254",25.66,NA,NA,NA,NA,NA,NA,"Lake Erie","MI","GLNS15-1156",41.85549,-83.37181,NA,NA,"Pisces","White perch","Composite fillet",1,5,"6/7/15",2015,"<0.36","<0.63","64.4",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","0.27","0.17","5.07","3.99","1.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","795874",36.3875,NA,NA,NA,NA,NA,NA,"Lake Erie","MI","GLNS15-1164",41.97839,-83.22607,NA,NA,"Pisces","White bass","Composite fillet",1,4,"8/10/15",2015,"<0.36","<0.63","50.9",NA,NA,NA,"0.67",NA,NA,"<0.21","1.13","<0.13","<0.13","<0.23","1.81","4.15","3.8","1.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","795654",51,NA,NA,NA,NA,NA,NA,"Lake Erie","MI","GLNS15-2145",41.88473,-83.30825,NA,NA,"Pisces","Walleye","Composite fillet",1,2,"8/9/15",2015,"<0.36","<0.63","21.5",NA,NA,NA,"0.27",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.29","1.1","1.12","0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","776434",44.5,NA,NA,NA,NA,NA,NA,"Lake Erie","MI","GLNS15-2153",41.75559,-83.43778,NA,NA,"Pisces","Channel catfish","Composite fillet",1,5,"6/9/15",2015,"<0.36","<0.63","4.94",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.21","0.86","0.77","0.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","795814",36.4,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1197",43.66117,-83.81375,NA,NA,"Pisces","White perch","Composite fillet",1,2,"9/4/15",2015,"<0.36","<0.63","41.4",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.62","3.18","3.97","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","807254",66.9,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1199",45.75036,-84.56395,NA,NA,"Pisces","Lake trout","Composite fillet",1,2,"9/18/15",2015,"<0.36","<0.63","6.27",NA,NA,NA,"<0.13",NA,NA,"<0.21","0.36","<0.13","<0.13","<0.23","0.43","0.57","0.87","0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","807234",73.5,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1200",44.83935,-83.2425,NA,NA,"Pisces","Lake trout","Fillet",1,1,"9/8/15",2015,"<0.36","<0.63","3.17",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.31","0.33","0.83","0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","795834",34.73333333,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1201",43.69188,-83.60716,NA,NA,"Pisces","Freshwater drum","Composite fillet",1,3,"8/6/15",2015,"<0.36","<0.63","25.2",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.86","2.14","2.18","0.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","807954",51.93333333,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1202",45.96307,-84.7143,NA,NA,"Pisces","Lake trout","Composite fillet",1,3,"9/17/15",2015,"<0.36","<0.63","33.8",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","1.93","9.32","6.49","14.1","1.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","794414",55.55,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1203",45.3781,-83.64797,NA,NA,"Pisces","Walleye","Composite fillet",1,2,"7/14/15",2015,"<0.36","<0.63","4.71",NA,NA,NA,"0.53",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","<0.12","0.68","1.67","0.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","780134",50.4,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1205",45.93965,-84.66939,NA,NA,"Pisces","Lake trout","Fillet",1,1,"7/11/15",2015,"<0.36","<0.63","8.77",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","0.24","0.56","1.28","2.67","0.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","814374",71,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1206",45.0066,-83.35906,NA,NA,"Pisces","Rainbow trout","Fillet",1,1,"9/25/15",2015,"<0.36","<0.63","5.85",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.34","0.49","0.59","0.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","776334",31.82,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1207",43.87991,-83.43664,NA,NA,"Pisces","Freshwater drum","Composite fillet",1,5,"8/12/15",2015,"<0.36","<0.63","17.5",NA,NA,NA,"0.16",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.87","1.62","2.35","0.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","806814",50,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1208",44.0135,-82.76739,NA,NA,"Pisces","Walleye","Fillet",1,1,"9/25/15",2015,"<0.36","<0.63","17.5",NA,NA,NA,"0.35",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.29","1.8","4.12","1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","807774",54.85,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1209",45.96071,-84.41915,NA,NA,"Pisces","Lake trout","Composite fillet",1,2,"9/17/15",2015,"<0.36","<0.63","9.74",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.73","0.7","1.45","0.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","814314",44.95,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1210",45.18651,-83.33389,NA,NA,"Pisces","Lake whitefish","Composite fillet",1,2,"9/21/15",2015,"<0.36","<0.63","3.3",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.32","0.39","0.42","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","795494",41.98,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1211",44.26273,-83.47572,NA,NA,"Pisces","Freshwater drum","Composite fillet",1,5,"7/18/15",2015,"<0.36","<0.63","30.5",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","1.91","1.91","2.67","0.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","793894",53.56,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-1212",45.36534,-83.55898,NA,NA,"Pisces","Lake trout","Composite fillet",1,5,"10/10/15",2015,"<0.36","<0.63","16.2",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","0.27","2.04","1.85","3.28","0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","807354",44.6,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-2093",44.72846,-83.23523,NA,NA,"Pisces","Longnose sucker","Composite fillet",1,2,"9/20/15",2015,"<0.36","<0.63","17.5",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","0.69","2.22","1.95","3.11","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","776394",57.1,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-2094",45.94648,-83.9938,NA,NA,"Pisces","Lake trout","Composite fillet",1,3,"9/18/15",2015,"<0.36","<0.63","7.14",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","0.24","0.82","0.56","0.92","0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","807314",48.45,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-2095",44.37575,-83.32763,NA,NA,"Pisces","Walleye","Composite fillet",1,4,"9/17/15",2015,"<0.36","<0.63","19.9",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.51","1.06","1.68","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","814054",70,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-2096",44.09049,-82.99978,NA,NA,"Pisces","Rainbow trout","Fillet",1,1,"9/25/15",2015,"<0.36","<0.63","5.46",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.18","0.44","0.68","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#34 GLHHFTS (2015)","807334",42.6,NA,NA,NA,NA,NA,NA,"Lake Huron","MI","GLNS15-2097",44.4839,-83.31301,NA,NA,"Pisces","White sucker","Fillet",1,1,"9/18/15",2015,"<0.36","<0.63","4.39",NA,NA,NA,"<0.13",NA,NA,"<0.21","<0.24","<0.13","<0.13","<0.23","0.55","0.3","0.56","0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
