"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","n_samples","n_indiv","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#25 Dykstra et al (2021)","GLKN2011B050",NA,2100,1,"Nestling","Juvenile/Immature",0.063013699,NA,NA,"Lake Superior",183.09,"Lake","APIS","North Twin Island",47.06822871,-90.58704212,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,120,1.8,NA,39,14,28,5.3,34,9.1,NA
"#25 Dykstra et al (2021)","GLKN2011B053",NA,2800,0,"Nestling","Juvenile/Immature",0.090410959,NA,NA,"Lake Superior",183.09,"Lake","APIS","Michigan Island",46.88313184,-90.4793574,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,160,1.7,NA,36,20,37,8.3,39,11,NA
"#25 Dykstra et al (2021)","GLKN2011B061",NA,3400,0,"Nestling","Juvenile/Immature",0.128767123,NA,NA,"Lake Superior",183.09,"Lake","APIS","Madline Island - Southwest",46.78864937,-90.77735287,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,830,100,NA,160,77,110,27,44,12,NA
"#25 Dykstra et al (2021)","GLKN2011B051",NA,2500,1,"Nestling","Juvenile/Immature",0.068493151,NA,NA,"Lake Superior",183.09,"Lake","APIS","Rocky Island - South",47.02264863,-90.68488623,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,110,1.5,NA,61,25,43,8.6,49,13,NA
"#25 Dykstra et al (2021)","GLKN2011B063",NA,4400,1,"Nestling","Juvenile/Immature",0.136986301,NA,NA,"Lake Superior",183.09,"Lake","APIS","Madeline Island - East",46.79927244,-90.66459598,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,130,1.4,NA,85,24,41,10,43,11,NA
"#25 Dykstra et al (2021)","GLKN2011B059",NA,3000,0,"Nestling","Juvenile/Immature",0.093150685,NA,NA,"Lake Superior",183.09,"Lake","APIS","Otter Island South",46.98502383,-90.70117795,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,140,2,NA,74,37,69,13,57,15,NA
"#25 Dykstra et al (2021)","GLKN2011B054",NA,3900,0,"Nestling","Juvenile/Immature",0.112328767,NA,NA,"Lake Superior",183.09,"Lake","APIS","Basswood Island - North",46.87200933,-90.7312338,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,170,0.0986098647531052,NA,78,34,51,16,61,19,NA
"#25 Dykstra et al (2021)","GLKN2011B056",NA,3800,0,"Nestling","Juvenile/Immature",0.123287671,NA,NA,"Lake Superior",183.09,"Lake","APIS","York Island",46.98342896,-90.86301815,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,150,7.7,NA,46,19,30,7.1,38,11,NA
"#25 Dykstra et al (2021)","GLKN2011B055",NA,3670,0,"Nestling","Juvenile/Immature",0.123287671,NA,NA,"Lake Superior",183.09,"Lake","APIS","Squaw Bay / Meyers Beach",46.88774364,-91.04173131,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,190,2.6,NA,89,48,80,19,63,16,NA
"#25 Dykstra et al (2021)","GLKN2011M022",NA,3150,0,"Nestling","Juvenile/Immature",0.098630137,NA,NA,"Lake Superior",183.09,"Inland waters","L-SACN","High Bridge",46.38900174,-90.7384711,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,670,140,NA,3.3,16,8.7,6.8,12,11,NA
"#25 Dykstra et al (2021)","GLKN2011B042",NA,3150,0,"Nestling","Juvenile/Immature",0.120547945,NA,NA,"Lake Superior",183.09,"Inland waters","U-SACN","Namekagon / St Croix Confluence",46.08780303,-92.17857005,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,22,0.83,NA,3.8,3.1,3.9,0.93,3.4,1.6,NA
"#25 Dykstra et al (2021)","GLKN2011B043",NA,2870,0,"Nestling","Juvenile/Immature",0.095890411,NA,NA,"Lake Superior",183.09,"Inland waters","U-SACN","Buckley Creek",46.20788043,-92.02458557,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,14,0.44,NA,3.3,2.3,2.8,0.5,1.8,0.81,NA
"#25 Dykstra et al (2021)","GLKN2011B041",NA,3450,0,"Nestling","Juvenile/Immature",0.112328767,NA,NA,"Lake Superior",183.09,"Inland waters","U-SACN","Gordon Dam",46.2550501,-91.92725587,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,20,0.64,NA,5.9,2.8,3.4,0.69,3.3,1.5,NA
"#25 Dykstra et al (2021)","GLKN2011B044",NA,2900,0,"Nestling","Juvenile/Immature",0.095890411,NA,NA,"Lake Superior",183.09,"Inland waters","U-SACN","St. Croix Flowage",46.26026515,-91.8740381,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,180,0.26,NA,1.1,1.9,4,0.43,3.1,0.98,NA
"#25 Dykstra et al (2021)","GLKN2011B040",NA,4450,1,"Nestling","Juvenile/Immature",0.147945205,NA,NA,"Lake Superior",183.09,"Inland waters","U-SACN","Phipps Flowage",46.06648057,-91.41684182,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2011,26,0.0708122309208481,NA,3.5,4,5.9,1.1,5.8,1.5,NA
"#25 Dykstra et al (2021)","GLKN2014B049",NA,3600,0,"Nestling","Juvenile/Immature",0.128767123,NA,NA,"Lake Superior",183.51,"Lake","APIS","Basswood Island",46.85670692,-90.7387174,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,76,2.2,NA,31,12,20,5.1,8,1.3,NA
"#25 Dykstra et al (2021)","GLKN2014B052",NA,3400,1,"Nestling","Juvenile/Immature",0.112328767,NA,NA,"Lake Superior",183.51,"Lake","APIS","Outer Island - South",47.00443765,-90.44082535,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,120,2.2,NA,94,37,49,10,17,2.3,NA
"#25 Dykstra et al (2021)","GLKN2014B057",NA,4700,1,"Nestling","Juvenile/Immature",0.142465753,NA,NA,"Lake Superior",183.51,"Lake","APIS","Madeline Island - East",46.79927244,-90.66459598,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,110,2.2,NA,86,22,29,6.8,12,1.6,NA
"#25 Dykstra et al (2021)","GLKN2014B056",NA,5500,1,"Nestling","Juvenile/Immature",0.167123288,NA,NA,"Lake Superior",183.51,"Lake","APIS","Meech (Madeline Island)",46.7822545,-90.76922124,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,130,2.5,NA,27,12,17,4,9,1.4,NA
"#25 Dykstra et al (2021)","GLKN2014B051",NA,4500,1,"Nestling","Juvenile/Immature",0.117808219,NA,NA,"Lake Superior",183.51,"Lake","APIS","another Basswood",46.83408006,-90.75844051,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,69,2.8,NA,40,17,24,5.8,12,1.6,NA
"#25 Dykstra et al (2021)","GLKN2014B043",NA,3700,0,"Nestling","Juvenile/Immature",0.128767123,NA,NA,"Lake Superior",183.51,"Lake","APIS","Basswood Island - North",46.87200933,-90.7312338,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,120,2.8,NA,84,25,36,8,14,2.3,NA
"#25 Dykstra et al (2021)","GLKN2014B038",NA,4000,1,"Nestling","Juvenile/Immature",0.104109589,NA,NA,"Lake Superior",183.51,"Lake","APIS","York Island",46.98342896,-90.86301815,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,99,2.4,NA,69,23,40,8.2,16,2.1,NA
"#25 Dykstra et al (2021)","GLKN2014B039",NA,4200,1,"Nestling","Juvenile/Immature",0.123287671,NA,NA,"Lake Superior",183.51,"Lake","APIS","Sand Bay / Sand River",46.92612972,-90.9448138,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,120,3.5,NA,82,35,55,12,22,2.8,NA
"#25 Dykstra et al (2021)","GLKN2014B042",NA,3500,0,"Nestling","Juvenile/Immature",0.126027397,NA,NA,"Lake Superior",183.51,"Lake","APIS","Eagle Island",46.94356199,-91.03622363,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,72,2.9,NA,44,17,25,5.8,14,2.2,NA
"#25 Dykstra et al (2021)","GLKN2014R002",NA,2850,0,"Nestling","Juvenile/Immature",0.095890411,NA,NA,"Lake Superior",183.51,"Inland waters","L-SACN","High Bridge",46.38900174,-90.7384711,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,250,81,NA,2.5,11,5.1,2.7,1.3,1.1,NA
"#25 Dykstra et al (2021)","GLKN2014J012",NA,3500,0,"Nestling","Juvenile/Immature",0.126027397,NA,NA,"Lake Superior",183.51,"Inland waters","U-SACN","Namekagon / St Croix Confluence",46.08780303,-92.17857005,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,19,0.97,NA,1.9,4.6,5.1,1.2,1.2,0.76,NA
"#25 Dykstra et al (2021)","GLKN2014J013",NA,3400,1,"Nestling","Juvenile/Immature",0.126027397,NA,NA,"Lake Superior",183.51,"Inland waters","U-SACN","Riverside",46.07798685,-92.24468798,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,9.7,0.53,NA,2,1.7,2,0.29,0.35,0.44,NA
"#25 Dykstra et al (2021)","GLKN2014B036",NA,2000,0,"Nestling","Juvenile/Immature",0.101369863,NA,NA,"Lake Superior",183.51,"Inland waters","U-SACN","Clemens",46.1168308,-92.12872299,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,8.7,0.26,NA,1.5,1.6,2.3,0.33,0.5,0.3,NA
"#25 Dykstra et al (2021)","GLKN2014R005",NA,3400,1,"Nestling","Juvenile/Immature",0.123287671,NA,NA,"Lake Superior",183.51,"Inland waters","U-SACN","Namekagon River North",46.09397912,-92.12108086,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,14,0.46,NA,3.5,3.1,4,0.65,1.2,1.2,NA
"#25 Dykstra et al (2021)","GLKN2014R004",NA,4600,1,"Nestling","Juvenile/Immature",0.131506849,NA,NA,"Lake Superior",183.51,"Inland waters","U-SACN","Phipps Flowage",46.06648057,-91.41684182,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2014,15,0.52,NA,3.6,2,2.6,0.36,0.57,0.28,NA
"#25 Dykstra et al (2021)","GLKN2015B054",NA,3250,1,"Nestling","Juvenile/Immature",0.093150685,NA,NA,"Lake Superior",183.57,"Lake","APIS","Devils Island",47.07195693,-90.72623313,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,100,1.5,NA,43,18,29,7.4,15,1.5,NA
"#25 Dykstra et al (2021)","GLKN2015B050",NA,3400,1,"Nestling","Juvenile/Immature",0.101369863,NA,NA,"Lake Superior",183.57,"Lake","APIS","Long Island - Center",46.72788042,-90.78698572,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,110,1.7,NA,25,17,31,6.5,12,1.2,NA
"#25 Dykstra et al (2021)","GLKN2015B057",NA,2100,0,"Nestling","Juvenile/Immature",0.076712329,NA,NA,"Lake Superior",183.57,"Lake","APIS","Outer Island - South",47.00443765,-90.44082535,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,150,1.9,NA,56,29,43,10,18,1.9,NA
"#25 Dykstra et al (2021)","GLKN2015B061",NA,4000,1,"Nestling","Juvenile/Immature",0.131506849,NA,NA,"Lake Superior",183.57,"Lake","APIS","Madeline Island - East",46.79927244,-90.66459598,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,130,1.6,NA,56,29,41,11,19,2.3,NA
"#25 Dykstra et al (2021)","GLKN2015B066",NA,5000,1,"Nestling","Juvenile/Immature",0.164383562,NA,NA,"Lake Superior",183.57,"Lake","APIS","Meech (Madeline Island)",46.7822545,-90.76922124,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,130,1.8,NA,52,25,33,8.4,16,2.2,NA
"#25 Dykstra et al (2021)","GLKN2015B064",NA,4750,1,"Nestling","Juvenile/Immature",0.131506849,NA,NA,"Lake Superior",183.57,"Lake","APIS","Madeline Island North",46.87373223,-90.61793942,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,83,1.2,NA,27,14,21,4.9,9.7,1.3,NA
"#25 Dykstra et al (2021)","GLKN2015B052",NA,3300,0,"Nestling","Juvenile/Immature",0.115068493,NA,NA,"Lake Superior",183.57,"Lake","APIS","Madeline Island NE",46.84797675,-90.57197417,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,110,1.4,NA,44,19,26,6.4,11,1.3,NA
"#25 Dykstra et al (2021)","GLKN2015B060",NA,4150,1,"Nestling","Juvenile/Immature",0.093150685,NA,NA,"Lake Superior",183.57,"Lake","APIS","another Basswood",46.83408006,-90.75844051,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,100,1.5,NA,33,17,25,6.5,13,1.3,NA
"#25 Dykstra et al (2021)","GLKN2015B062",NA,4400,1,"Nestling","Juvenile/Immature",0.123287671,NA,NA,"Lake Superior",183.57,"Lake","APIS","Madeline Island / Steamboat Point North Tip",46.87396125,-90.60750318,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,100,1.2,NA,42,18,27,6.8,13,1.4,NA
"#25 Dykstra et al (2021)","GLKN2015B058",NA,3000,1,"Nestling","Juvenile/Immature",0.106849315,NA,NA,"Lake Superior",183.57,"Lake","APIS","East Cat Island",47.01734366,-90.5467243,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,140,2.6,NA,53,27,42,10,19,2.1,NA
"#25 Dykstra et al (2021)","GLKN2015B044",NA,3300,1,"Nestling","Juvenile/Immature",0.090410959,NA,NA,"Lake Superior",183.57,"Inland waters","U-SACN","Big Island",46.08037023,-92.22256448,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,13,0.58,NA,2.4,1.9,2.3,0.39,0.45,NA,NA
"#25 Dykstra et al (2021)","GLKN2015B047",NA,3600,1,"Nestling","Juvenile/Immature",0.120547945,NA,NA,"Lake Superior",183.57,"Inland waters","U-SACN","Pacwawong Lake",46.15108372,-91.34475141,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Plasma","Blood","No",1,1,NA,NA,2015,7.5,NA,NA,1.1,1.1,1.8,0.37,0.71,NA,NA
"#26 De Silva et al (2011)","LT LS",50,1123,NA,NA,NA,5.3,NA,NA,"Lake Superior",183.18,"Lake",NA,"Superior",48.7563889,-86.97583333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",7,7,"7/1/06","Summer",2006,2.3,0.0519219061535389,0.0642334092309156,0.7,0.39,1.1,0.38,0.97,0.21,NA
"#26 De Silva et al (2011)","LT LH",56,1768,NA,NA,NA,5.9,NA,NA,"Lake Huron",176.02,"Lake",NA,"Huron",43.8908333,-82.05555556,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",7,7,"7/1/06","Summer",2006,17,0.0603675895117568,0.1,1.4,1.3,1.8,0.74,2.1,0.38,NA
"#26 De Silva et al (2011)","LT LE-E",66,3801,NA,NA,NA,4.9,NA,NA,"Lake Erie",174.14,"Lake",NA,"Erie (eastern)",42.5002778,-79.88666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",7,7,"6/1/06","Summer",2006,96,2.4,1.1,2.6,6.1,5.7,2,4.6,0.8,NA
"#26 De Silva et al (2011)","LT LE-W",48,1278,NA,NA,NA,3.9,NA,NA,"Lake Erie",174.16,"Lake",NA,"Erie (western)",41.8916667,-82.66666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",9,9,"11/1/08","Winter",2008,54,1.1,2.5,1.2,3.6,3.1,1.1,1.7,0.44,NA
"#26 De Silva et al (2011)","LT LO",66,3628,NA,NA,NA,6.6,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Ontario",43.3,-79.12111111,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",10,10,"9/1/08","Summer",2008,52,0.64,2.5,0.9,1.4,2.1,0.32,0.64,0.37,NA
"#27 Gebbink and Letcher (2010)","27GLHG 1",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",182.98,"Lake",NA,"Granite Island",48.7204,-88.4602,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 2",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",182.98,"Lake",NA,"Agawa Rock",47.3508,-84.7007,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 3",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.94,"Lake",NA,"Big Sister Island",45.2237,-87.1459,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 4",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",175.94,"Lake",NA,"Gull Island",45.5098,-86.7218,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 5",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.94,"Lake",NA,"Channel-Shelter Island",43.6729,-83.8288,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 6",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.94,"Lake",NA,"Double Island",46.1734,-82.8642,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 7",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Huron",175.94,"Lake",NA,"Chantry Island",44.4928,-81.4033,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 8",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.14,"Connecting channel",NA,"Fighting Island",42.21259629,-83.11846417,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,261,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 9",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.14,"Lake",NA,"Middle Island",41.6817,-82.6817,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 10",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.14,"Lake",NA,"Port Colborne",42.8683,-79.2583,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,350,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 11",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Connecting channel",NA,"Niagara River",43.0754,-79.0701,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 12",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Hamilton Harbor",43.307,-79.8048,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 13",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Toronto Harbor",43.6214,-79.3313,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,586,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#27 Gebbink and Letcher (2010)","27GLHG 14",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Snake Island",44.1908,-76.5431,NA,NA,"Aves","Herring gull","Herring gull","Piscivorous/Insectivorous Bird","Composite eggs","Eggs","Yes",13,13,"4/30/07","Winter",2007,408,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH LT",66.04,3628.27,0.6,NA,NA,6.6,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Niagara-On-The-Lake",43.3,-79.2,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",10,10,"9/9/08","Summer",2008,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH SS",9.0625,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg",43.8,-78.2,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",8,8,"9/23/08","Summer",2008,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH ALE",16.55,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg",43.8,-78.2,NA,NA,"Pisces","Alewife","Alewife","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",8,8,"9/23/08","Summer",2008,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH RG",11.7375,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg",43.8,-78.2,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",8,8,"9/23/08","Summer",2008,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH RS",14.33,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Port Hope - Cobourg; Niagara-On-The-Lake",43.55,-78.7,NA,NA,"Pisces","Rainbow smelt","Rainbow smelt","Tertiary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",10,10,"9/23/08","Summer",2008,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH DIP",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.75,"Lake",NA,"Port Credit; Coburg",43.65,-78.891665,NA,NA,"Shrimp, water fleas, and allies","Diporeia spp.","Diporeia spp.","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",7,NA,"10/11/07","Summer",2007,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH ZOO",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Oswego; Niagara; Coburg; Port Credit",43.525,-78.3708325,NA,NA,"Shrimp, water fleas, and allies","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",8,NA,"9/24/08","Summer",2008,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#28 Asher et al (2012)","#28 ASH MYS",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Ontario",74.88,"Lake",NA,"Oswego; Niagara; Coburg",43.53333333,-77.96666667,NA,NA,"Shrimp, water fleas, and allies","Mysis relicta","Freshwater shrimp (Caridea and Mysida)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",8,NA,"9/22/08","Summer",2008,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#29 Wu et al (2019)","KW07",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Superior",183.2,"Lake",NA,"Coastal area, Upper Peninsula",47.07326957,-88.35437919,NA,NA,"Aves","Bald eagle","Bald eagle","Apex Predator","Eggs","Eggs","No",1,1,NA,NA,2001,182,7.86,0.62,2.17,9.84,21.2,3.85,17.6,4.65,NA
