Author..Citation.,Sample.ID,Total.Length..cm.,Total.Weight..g.,Sex.Ratio,Maturity,Revised_Maturity,Age..Years.,d13C,d15N,Waterbody,Water_Level,Waterbody_Type,Region,Location,Latitude,Longitude,Latitude.2,Longitude.2,Class,Species,Revised_Species,Trophic_Level,Tissue,Revised_Tissue,Composite,n_samples,n_indiv,Collection.Date,Season,Sampling.Year,PFOS,PFDS,PFEtCHxS,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFPeDA
#34 GLHHFTS (2015),795654,51,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.32,Lake,MI,GLNS15-2145,41.88473,-83.30825,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,8/9/15,Summer,2015,21.5,NA,NA,0.29,1.1,1.12,0.97,NA,NA,NA
#34 GLHHFTS (2015),776434,44.5,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.32,Lake,MI,GLNS15-2153,41.75559,-83.43778,NA,NA,Pisces,Channel catfish,Channel catfish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,6/9/15,Summer,2015,4.94,NA,NA,0.21,0.86,0.77,0.59,NA,NA,NA
#34 GLHHFTS (2015),795814,36.4,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1197,43.66117,-83.81375,NA,NA,Pisces,White perch,White perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,2,9/4/15,Summer,2015,41.4,NA,NA,0.62,3.18,3.97,0.8,NA,NA,NA
#34 GLHHFTS (2015),807254,66.9,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1199,45.75036,-84.56395,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,9/18/15,Summer,2015,6.27,NA,NA,0.43,0.57,0.87,0.35,NA,NA,NA
#34 GLHHFTS (2015),807234,73.5,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1200,44.83935,-83.2425,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Fillet,Muscle,No,1,1,9/8/15,Summer,2015,3.17,NA,NA,0.31,0.33,0.83,0.12,NA,NA,NA
#34 GLHHFTS (2015),795834,34.73333333,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1201,43.69188,-83.60716,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Composite fillet,Muscle,Yes,1,3,8/6/15,Summer,2015,25.2,NA,NA,0.86,2.14,2.18,0.64,NA,NA,NA
#34 GLHHFTS (2015),807954,51.93333333,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1202,45.96307,-84.7143,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,9/17/15,Summer,2015,33.8,NA,NA,9.32,6.49,14.1,1.85,NA,NA,NA
#34 GLHHFTS (2015),794414,55.55,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1203,45.3781,-83.64797,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,7/14/15,Summer,2015,4.71,NA,NA,0.083991202,0.68,1.67,0.47,NA,NA,NA
#34 GLHHFTS (2015),780134,50.4,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1205,45.93965,-84.66939,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Fillet,Muscle,No,1,1,7/11/15,Summer,2015,8.77,NA,NA,0.56,1.28,2.67,0.54,NA,NA,NA
#34 GLHHFTS (2015),814374,71,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1206,45.0066,-83.35906,NA,NA,Pisces,Rainbow trout,Rainbow trout,Quaternary Consumer,Fillet,Muscle,No,1,1,9/25/15,Summer,2015,5.85,NA,NA,0.34,0.49,0.59,0.16,NA,NA,NA
#34 GLHHFTS (2015),776334,31.82,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1207,43.87991,-83.43664,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Composite fillet,Muscle,Yes,1,5,8/12/15,Summer,2015,17.5,NA,NA,0.87,1.62,2.35,0.49,NA,NA,NA
#34 GLHHFTS (2015),806814,50,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1208,44.0135,-82.76739,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Fillet,Muscle,No,1,1,9/25/15,Summer,2015,17.5,NA,NA,0.29,1.8,4.12,1.22,NA,NA,NA
#34 GLHHFTS (2015),807774,54.85,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1209,45.96071,-84.41915,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,9/17/15,Summer,2015,9.74,NA,NA,0.73,0.7,1.45,0.49,NA,NA,NA
#34 GLHHFTS (2015),814314,44.95,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1210,45.18651,-83.33389,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,2,9/21/15,Summer,2015,3.3,NA,NA,0.32,0.39,0.42,0.14,NA,NA,NA
#34 GLHHFTS (2015),795494,41.98,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1211,44.26273,-83.47572,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Composite fillet,Muscle,Yes,1,5,7/18/15,Summer,2015,30.5,NA,NA,1.91,1.91,2.67,0.49,NA,NA,NA
#34 GLHHFTS (2015),793894,53.56,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-1212,45.36534,-83.55898,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,10/10/15,Summer,2015,16.2,NA,NA,2.04,1.85,3.28,0.55,NA,NA,NA
#34 GLHHFTS (2015),807354,44.6,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2093,44.72846,-83.23523,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,2,9/20/15,Summer,2015,17.5,NA,NA,2.22,1.95,3.11,0.7,NA,NA,NA
#34 GLHHFTS (2015),776394,57.1,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2094,45.94648,-83.9938,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,9/18/15,Summer,2015,7.14,NA,NA,0.82,0.56,0.92,0.19,NA,NA,NA
#34 GLHHFTS (2015),807314,48.45,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2095,44.37575,-83.32763,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Composite fillet,Muscle,Yes,1,4,9/17/15,Summer,2015,19.9,NA,NA,0.51,1.06,1.68,0.25,NA,NA,NA
#34 GLHHFTS (2015),814054,70,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2096,44.09049,-82.99978,NA,NA,Pisces,Rainbow trout,Rainbow trout,Quaternary Consumer,Fillet,Muscle,No,1,1,9/25/15,Summer,2015,5.46,NA,NA,0.18,0.44,0.68,0.1,NA,NA,NA
#34 GLHHFTS (2015),807334,42.6,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2097,44.4839,-83.31301,NA,NA,Pisces,White sucker,White sucker,Secondary Consumer,Fillet,Muscle,No,1,1,9/18/15,Summer,2015,4.39,NA,NA,0.55,0.3,0.56,0.19,NA,NA,NA
#34 GLHHFTS (2015),794434,49.2,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2098,45.93351,-84.44576,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,3,7/12/15,Summer,2015,11.1,NA,NA,4.88,1.01,0.94,0.11,NA,NA,NA
#34 GLHHFTS (2015),814034,54.33333333,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2099,44.18984,-83.50796,NA,NA,Pisces,White sucker,White sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,3,9/11/15,Summer,2015,13.1,NA,NA,0.87,0.77,1.12,0.22,NA,NA,NA
#34 GLHHFTS (2015),806914,28.25,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2100,44.01537,-83.22929,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,4,9/1/15,Summer,2015,12.3,NA,NA,0.5,1.34,2.71,0.74,NA,NA,NA
#34 GLHHFTS (2015),795394,53.78,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2101,45.03396,-83.43878,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,7/16/15,Summer,2015,9.6,NA,NA,0.23,1.07,2.53,0.72,NA,NA,NA
#34 GLHHFTS (2015),814254,30.26,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2102,45.54509,-84.1136,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,9/16/15,Summer,2015,9.96,NA,NA,0.39,1.64,3.18,0.97,NA,NA,NA
#34 GLHHFTS (2015),795554,42.4,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2103,43.69398,-83.59829,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Fillet,Muscle,No,1,1,9/1/15,Summer,2015,48.8,NA,NA,0.47,4.3,5.38,0.93,NA,NA,NA
#34 GLHHFTS (2015),807594,75,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2104,43.66158,-82.56606,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Fillet,Muscle,No,1,1,9/29/15,Summer,2015,6.45,NA,NA,0.45,0.58,0.48,0.14,NA,NA,NA
#34 GLHHFTS (2015),795574,28.75,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2106,43.66958,-83.64148,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,4,9/3/15,Summer,2015,17.3,NA,NA,0.38,1.19,1.5,0.3,NA,NA,NA
#34 GLHHFTS (2015),806894,69.25,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2107,44.0506,-83.56432,NA,NA,Pisces,Channel catfish,Channel catfish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,2,9/10/15,Summer,2015,3.43,NA,NA,0.21,0.62,1.26,0.27,NA,NA,NA
#34 GLHHFTS (2015),807694,53.5,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2108,43.5077,-82.50603,NA,NA,Pisces,Rainbow trout,Rainbow trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,9/29/15,Summer,2015,12.4,NA,NA,0.41,0.6,1.22,0.41,NA,NA,NA
#34 GLHHFTS (2015),814274,40.14,NA,NA,NA,NA,NA,NA,NA,Lake Huron,176.59,Lake,MI,GLNS15-2117,45.46023,-83.85656,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,5,9/23/15,Summer,2015,5.15,NA,NA,1.04,0.85,1.57,0.63,NA,NA,NA
#34 GLHHFTS (2015),794614,47.65,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1245,45.76909,-86.74218,NA,NA,Pisces,White sucker,White sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,2,8/6/15,Summer,2015,10.4,NA,NA,0.87,0.72,0.97,0.28,NA,NA,NA
#34 GLHHFTS (2015),795174,56.34,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1246,43.37539,-86.46277,NA,NA,Pisces,Coho salmon,Coho salmon,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,5/19/16,Summer,2015,3.51,NA,NA,0.26,0.110680646,0.12676336,0.052825275,NA,NA,NA
#34 GLHHFTS (2015),777014,44.65,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1247,45.00071,-85.47705,NA,NA,Pisces,White sucker,White sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,2,7/9/15,Summer,2015,6.16,NA,NA,0.31,0.7,1.01,0.3,NA,NA,NA
#34 GLHHFTS (2015),776954,47.75,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1248,44.94403,-85.84071,NA,NA,Pisces,White sucker,White sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,4,7/21/15,Summer,2015,6.54,NA,NA,0.23,1.14,1.35,0.41,NA,NA,NA
#34 GLHHFTS (2015),776914,60.68,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1249,44.39603,-86.30882,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,5/18/16,Summer,2015,12.9,NA,NA,0.32,0.2,0.48,0.16,NA,NA,NA
#34 GLHHFTS (2015),794774,62.5,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1250,45.88809,-86.25744,NA,NA,Pisces,Chinook salmon,Chinook salmon,Quaternary Consumer,Fillet,Muscle,No,1,1,9/23/15,Summer,2015,3.76,NA,NA,0.081772951,0.118533633,0.098517276,0.075444851,NA,NA,NA
#34 GLHHFTS (2015),795214,24.2,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1252,43.9189,-86.45744,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,8/27/15,Summer,2015,12.7,NA,NA,0.15,0.77,1.11,0.47,NA,NA,NA
#34 GLHHFTS (2015),795114,39,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1253,42.94419,-86.24677,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Fillet,Muscle,No,1,1,8/18/15,Summer,2015,21,NA,NA,0.54,0.94,2.53,0.91,NA,NA,NA
#34 GLHHFTS (2015),807914,37.7,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1254,45.7975,-84.79227,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Fillet,Muscle,No,1,1,8/28/15,Summer,2015,7.07,NA,NA,0.93,0.59,1.07,0.37,NA,NA,NA
#34 GLHHFTS (2015),795134,21.125,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-1255,43.1024,-86.27177,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,4,9/2/15,Summer,2015,7.58,NA,NA,0.080929116,0.22,0.41,0.26,NA,NA,NA
#34 GLHHFTS (2015),776234,20.8,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2047,42.03415,-86.57656,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,4,6/9/15,Summer,2015,12.7,NA,NA,0.072650144,0.34,0.9,0.29,NA,NA,NA
#34 GLHHFTS (2015),795234,63.12,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2050,43.99317,-86.54478,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,5/19/16,Summer,2015,9.96,NA,NA,0.034970456,0.18,0.19,0.077571811,NA,NA,NA
#34 GLHHFTS (2015),794494,64.2,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2052,45.48639,-87.23727,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Fillet,Muscle,No,1,1,9/24/15,Summer,2015,18,NA,NA,0.36,0.66,1.13,0.39,NA,NA,NA
#34 GLHHFTS (2015),780174,46.25,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2053,45.81988,-86.71585,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,7/23/15,Summer,2015,18.3,NA,NA,0.24,0.51,0.77,0.28,NA,NA,NA
#34 GLHHFTS (2015),776874,65.44,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2054,44.28002,-86.32645,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,5/18/16,Summer,2015,7.95,NA,NA,0.060957022,0.13391121,0.139061012,0.071616159,NA,NA,NA
#34 GLHHFTS (2015),807874,35.76,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2055,45.98583,-85.64288,NA,NA,Pisces,White sucker,White sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,5,8/26/15,Summer,2015,9.41,NA,NA,0.9,0.97,0.94,0.34,NA,NA,NA
#34 GLHHFTS (2015),776934,47.75,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2056,44.73926,-86.17728,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,2,7/23/15,Summer,2015,30.2,NA,NA,2.37,3.14,5.39,1.78,NA,NA,NA
#34 GLHHFTS (2015),814554,62.66,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2057,45.5693,-85.18341,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,5/17/16,Summer,2015,9.91,NA,NA,0.29,0.38,0.42,0.14,NA,NA,NA
#34 GLHHFTS (2015),795674,24.62,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,176.59,Lake,MI,GLNS15-2061,42.73235,-86.24231,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,9/3/15,Summer,2015,22.9,NA,NA,0.29,0.89,1.18,0.65,NA,NA,NA
#34 GLHHFTS (2015),795294,42.925,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1335,47.38864,-87.92476,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,4,7/26/15,Summer,2015,12.9,NA,NA,5.34,3.14,6.6,1.15,NA,NA,NA
#34 GLHHFTS (2015),807434,31.7,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1336,46.53291,-87.38957,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,8/11/15,Summer,2015,1.05,NA,NA,0.074341309,0.104352082,0.128176584,0.067686351,NA,NA,NA
#34 GLHHFTS (2015),807494,37.38,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1338,46.88719,-88.32472,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,5,8/16/15,Summer,2015,9.13,NA,NA,5.35,4.72,10.1,2.36,NA,NA,NA
#34 GLHHFTS (2015),794974,40.38,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1339,47.2838,-88.51741,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,5,7/22/15,Summer,2015,7.8,NA,NA,4.13,3.21,6.93,1.9,NA,NA,NA
#34 GLHHFTS (2015),778454,25.86666667,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1340,46.6853,-86.1697,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,3,6/12/15,Summer,2015,0.99,NA,NA,0.38,0.28,0.55,0.13,NA,NA,NA
#34 GLHHFTS (2015),806774,32.82,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1341,46.92451,-87.84378,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,9/2/15,Summer,2015,0.85,NA,NA,0.090465485,0.127691574,0.2,0.070131363,NA,NA,NA
#34 GLHHFTS (2015),777914,53,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1343,46.79341,-85.23359,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,3,9/15/15,Summer,2015,4.88,NA,NA,4.21,2.29,4.74,1.33,NA,NA,NA
#34 GLHHFTS (2015),795334,45.25,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1345,47.04289,-88.98127,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,4,7/23/15,Summer,2015,7.92,NA,NA,5.97,3.89,8.84,2.42,NA,NA,NA
#34 GLHHFTS (2015),806934,33.14,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1346,46.51201,-87.1486,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,8/23/15,Summer,2015,1.11,NA,NA,0.37,0.31,0.56,0.15,NA,NA,NA
#34 GLHHFTS (2015),779974,55.9,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-1347,46.58914,-85.02058,NA,NA,Pisces,Chinook salmon,Chinook salmon,Quaternary Consumer,Fillet,Muscle,No,1,1,9/16/15,Summer,2015,1.39,NA,NA,0.088910237,0.122253601,0.12901917,0.068756735,NA,NA,NA
#34 GLHHFTS (2015),776534,55.83333333,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2001,46.72739,-85.88539,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,9/2/15,Summer,2015,1.45,NA,NA,0.29,0.25,0.49,0.12,NA,NA,NA
#34 GLHHFTS (2015),778514,59.34,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2002,46.71328,-85.63315,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,9/2/15,Summer,2015,1.79,NA,NA,0.67,0.26,0.73,0.29,NA,NA,NA
#34 GLHHFTS (2015),807174,28.88,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2003,46.93697,-87.92977,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,9/2/15,Summer,2015,1.2,NA,NA,0.14,0.115558192,0.28,0.076093872,NA,NA,NA
#34 GLHHFTS (2015),778554,60.53333333,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2005,46.71108,-85.90874,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,9/2/15,Summer,2015,2.03,NA,NA,0.96,0.45,1.1,0.34,NA,NA,NA
#34 GLHHFTS (2015),780154,27.56666667,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2006,46.5078,-85.03641,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,3,6/24/15,Summer,2015,0.69,NA,NA,0.33,0.123690545,0.32,0.13,NA,NA,NA
#34 GLHHFTS (2015),794954,40.35,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2007,47.20559,-88.74796,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,4,7/22/15,Summer,2015,8.54,NA,NA,5.04,3.48,7.05,2.06,NA,NA,NA
#34 GLHHFTS (2015),806994,33.35,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2009,46.70392,-87.48891,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,4,8/21/15,Summer,2015,0.52,NA,NA,0.17,0.118029689,0.17,0.069860097,NA,NA,NA
#34 GLHHFTS (2015),794934,45.02,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2011,46.84759,-89.42213,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Composite fillet,Muscle,Yes,1,5,7/19/15,Summer,2015,10.9,NA,NA,8.39,5.08,10.3,2.65,NA,NA,NA
#34 GLHHFTS (2015),806794,50.2,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2013,46.46954,-86.93968,NA,NA,Pisces,Longnose sucker,Longnose sucker,Secondary Consumer,Fillet,Muscle,No,1,1,8/24/15,Summer,2015,4.47,NA,NA,5.01,5.81,15,3.65,NA,NA,NA
#34 GLHHFTS (2015),780014,42.8,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MI,GLNS15-2025,46.44628,-84.56227,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,3,7/9/15,Summer,2015,3.08,NA,NA,1.56,0.71,2.12,0.56,NA,NA,NA
#34 GLHHFTS (2015),778714,46.2,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MN,GLNS15-1333,47.14114,-91.45036,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,4,6/15/15,Summer,2015,0.77,NA,NA,0.17,0.116736104,0.2,0.0668455,NA,NA,NA
#34 GLHHFTS (2015),778734,44.03333333,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MN,GLNS15-1334,47.55628,-90.86774,NA,NA,Pisces,Lake whitefish,Lake whitefish,Tertiary Consumer,Composite fillet,Muscle,Yes,1,3,6/14/15,Summer,2015,1.58,NA,NA,0.2,0.131524484,0.35,0.064420133,NA,NA,NA
#34 GLHHFTS (2015),778694,40.4,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MN,GLNS15-1342,46.79049,-92.04478,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,6/17/15,Summer,2015,2.68,NA,NA,0.95,0.35,0.71,0.19,NA,NA,NA
#34 GLHHFTS (2015),778314,54,NA,NA,NA,NA,NA,NA,NA,Lake Superior,183.57,Lake,MN,GLNS15-2004,47.02243,-91.64885,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Fillet,Muscle,No,1,1,6/16/15,Summer,2015,2.73,NA,NA,0.94,0.37,0.64,0.09,NA,NA,NA
